any,tipus_de_territori,territori,renda,preu_lloguer,poblacio_total,Espanya,No consta,Resta de la Unió Europea,Resta del món,Educació primària o inferior,Educació superior,Primera etapa d’educació secundària i similar,Segona etapa d’educació secundària i similar,atur,num_contractes,superficie_mitja,hut,territori_id
2016,Barri,el guinardo,95.8416815785539,111.0,36176,31437.0,0.0,1270.0,3468.0,,,,,2031.0,8890.0,62.9,75.0,17
2017,Barri,el guinardo,94.4073706296176,123.0,36538,31477.0,0.0,1364.0,3695.0,,,,,18.0,1061.0,63.6,75.0,17
2018,Barri,el guinardo,93.9986195611108,121.0,36890,31459.0,0.0,1531.0,3899.0,,,,,1655.0,1076.0,66.4,75.0,17
2019,Barri,el guinardo,93.9341372112991,129.0,37216,31216.0,0.0,1746.0,4252.0,,,,,1537.0,1085.0,66.1,75.0,17
2020,Barri,el guinardo,94.8187033212968,132.0,37584,31110.0,0.0,1875.0,4597.0,,,,,1537.0,8860.0,65.0,70.0,17
2021,Barri,el guinardo,96.184671315979,126.0,37325,30730.0,0.0,1800.0,4791.0,3843.0,14946.0,5478.0,8148.0,2049.0,1184.0,66.6,70.0,17
2022,Barri,el guinardo,,134.0,36994,30520.0,0.0,1853.0,4617.0,3542.0,15246.0,5480.0,8071.0,1437.0,1048.0,66.1,70.0,17
2023,Barri,el guinardo,,149.0,37575,30475.0,0.0,1872.0,5224.0,3427.0,16032.0,5435.0,8260.0,1413.0,8410.0,67.2,740.0,17
2024,Barri,el guinardo,,150.0,38153,30417.0,0.0,2037.0,5696.0,,,,,1421.0,6350.0,66.7,740.0,17
2025,Barri,el guinardo,,154.0,39061,30675.0,0.0,2197.0,6185.0,,,,,1428.0,6810.0,65.3,,17
2000,Barri,el parc i la llacuna del poblenou,,,12420,11930.0,5.0,86.0,399.0,,,,,,,,,18
2001,Barri,el parc i la llacuna del poblenou,,,12462,11652.0,9.0,94.0,707.0,0.0,0.0,0.0,0.0,,,,,18
2002,Barri,el parc i la llacuna del poblenou,,,12771,11511.0,20.0,149.0,1091.0,,,,,,,,,18
2003,Barri,el parc i la llacuna del poblenou,,,13159,11402.0,21.0,221.0,1515.0,,,,,,,,,18
2004,Barri,el parc i la llacuna del poblenou,,,13219,11239.0,15.0,270.0,1695.0,,,,,,,,,18
2005,Barri,el parc i la llacuna del poblenou,,,13194,11053.0,15.0,323.0,1803.0,,,,,,,,,18
2006,Barri,el parc i la llacuna del poblenou,,,13341,11032.0,13.0,438.0,1858.0,,,,,,,,,18
2007,Barri,el parc i la llacuna del poblenou,,,13190,11020.0,19.0,603.0,1548.0,,,,,,,,,18
2008,Barri,el parc i la llacuna del poblenou,,,13123,10882.0,20.0,730.0,1491.0,,,,,,,,,18
2009,Barri,el parc i la llacuna del poblenou,,,13400,10885.0,9.0,859.0,1647.0,,,,,,,,,18
2010,Barri,el parc i la llacuna del poblenou,,,13471,10898.0,0.0,966.0,1605.0,,,,,,,,,18
2011,Barri,el parc i la llacuna del poblenou,,,13733,11060.0,0.0,942.0,1728.0,0.0,0.0,0.0,0.0,8230.0,,,,18
2012,Barri,el parc i la llacuna del poblenou,,,14038,11294.0,0.0,1026.0,1714.0,,,,,8890.0,,,,18
2013,Barri,el parc i la llacuna del poblenou,,,14356,11523.0,5.0,1142.0,1686.0,,,,,9560.0,,,,18
2014,Barri,el parc i la llacuna del poblenou,,102.0,14617,11688.0,5.0,1182.0,1742.0,,,,,9160.0,3050.0,70.9,101.0,18
2015,Barri,el parc i la llacuna del poblenou,98.8633128178483,115.0,14713,11808.0,6.0,1178.0,1721.0,,,,,8480.0,2690.0,68.4,101.0,18
2016,Barri,el parc i la llacuna del poblenou,97.6691635034173,128.0,14859,11856.0,7.0,1212.0,1784.0,,,,,7600.0,3090.0,67.3,103.0,18
2017,Barri,el parc i la llacuna del poblenou,97.2770986257849,138.0,15202,11905.0,8.0,1308.0,1981.0,,,,,6710.0,3680.0,69.4,103.0,18
2018,Barri,el parc i la llacuna del poblenou,95.9699559285239,140.0,15425,12002.0,7.0,1377.0,2039.0,,,,,6230.0,4090.0,70.5,101.0,18
2019,Barri,el parc i la llacuna del poblenou,96.4511206750994,150.0,15713,12055.0,8.0,1560.0,2090.0,,,,,5850.0,4350.0,69.3,101.0,18
2020,Barri,el parc i la llacuna del poblenou,98.8783299352877,143.0,15943,12101.0,8.0,1664.0,2170.0,,,,,5990.0,3050.0,70.2,98.0,18
2021,Barri,el parc i la llacuna del poblenou,99.9706587819652,143.0,15914,12028.0,8.0,1531.0,2347.0,1470.0,6930.0,2193.0,2967.0,7780.0,4390.0,69.6,98.0,18
2022,Barri,el parc i la llacuna del poblenou,,159.0,15961,11954.0,0.0,1675.0,2330.0,1351.0,7122.0,2200.0,2997.0,5540.0,4260.0,71.3,98.0,18
2023,Barri,el parc i la llacuna del poblenou,,173.0,16413,11959.0,0.0,1827.0,2624.0,1296.0,7671.0,2130.0,3097.0,5890.0,3050.0,73.7,1000.0,18
2024,Barri,el parc i la llacuna del poblenou,,169.0,17039,12079.0,0.0,1929.0,3029.0,,,,,6020.0,2590.0,71.1,1010.0,18
2025,Barri,el parc i la llacuna del poblenou,,182.0,17603,12209.0,0.0,2014.0,3378.0,,,,,6100.0,2200.0,69.2,,18
2000,Barri,el poble sec,,,33997,32287.0,0.0,209.0,1499.0,,,,,,,,,19
2001,Barri,el poble sec,,,34517,31597.0,0.0,271.0,2646.0,0.0,0.0,0.0,0.0,,,,,19
2002,Barri,el poble sec,,,36577,31560.0,51.0,399.0,4567.0,,,,,,,,,19
2003,Barri,el poble sec,,,38204,30897.0,46.0,531.0,6730.0,,,,,,,,,19
2004,Barri,el poble sec,,,38793,30419.0,5.0,713.0,7656.0,,,,,,,,,19
2005,Barri,el poble sec,,,39394,29828.0,6.0,1027.0,8533.0,,,,,,,,,19
2006,Barri,el poble sec,,,40319,29708.0,6.0,1328.0,9277.0,,,,,,,,,19
2007,Barri,el poble sec,,,39453,29486.0,7.0,1781.0,8179.0,,,,,,,,,19
2008,Barri,el poble sec,,,40334,29256.0,5.0,2139.0,8934.0,,,,,,,,,19
2009,Barri,el poble sec,,,40678,29061.0,0.0,2333.0,9283.0,,,,,,,,,19
2010,Barri,el poble sec,,,40386,29069.0,0.0,2483.0,8834.0,,,,,,,,,19
2011,Barri,el poble sec,,,40539,28887.0,0.0,2406.0,9243.0,0.0,0.0,0.0,0.0,3389.0,,,,19
2012,Barri,el poble sec,,,41255,28791.0,0.0,2653.0,9807.0,,,,,3578.0,,,,19
2013,Barri,el poble sec,,,41002,28429.0,0.0,2907.0,9663.0,,,,,3622.0,,,,19
2014,Barri,el poble sec,,102.0,40287,28226.0,0.0,3057.0,9000.0,,,,,3509.0,1109.0,60.3,546.0,19
2015,Barri,el poble sec,74.5714361221794,111.0,40222,28502.0,0.0,3157.0,8561.0,,,,,3237.0,1009.0,58.5,546.0,19
2016,Barri,el poble sec,73.22260754646,123.0,40129,28364.0,0.0,3257.0,8507.0,,,,,2802.0,115.0,57.6,518.0,19
2017,Barri,el poble sec,74.2889740698555,137.0,40385,27994.0,0.0,3524.0,8865.0,,,,,2492.0,1211.0,58.4,518.0,19
2018,Barri,el poble sec,74.1901683956656,139.0,39801,27371.0,8.0,3636.0,8786.0,,,,,235.0,1471.0,60.2,519.0,19
2019,Barri,el poble sec,74.2726119866791,144.0,40440,26961.0,11.0,4184.0,9284.0,,,,,2164.0,1301.0,60.2,519.0,19
2020,Barri,el poble sec,73.8404926528066,143.0,40188,26347.0,0.0,4439.0,9399.0,,,,,2082.0,1062.0,60.1,515.0,19
2021,Barri,el poble sec,77.1646310330281,136.0,40204,25993.0,0.0,4189.0,10019.0,5256.0,14340.0,7488.0,7842.0,3108.0,1502.0,59.6,498.0,19
2022,Barri,el poble sec,,152.0,39143,25612.0,0.0,4231.0,9296.0,4658.0,14421.0,7359.0,7698.0,1805.0,119.0,60.1,487.0,19
2023,Barri,el poble sec,,160.0,38778,25344.0,6.0,4096.0,9332.0,4436.0,15011.0,7172.0,7908.0,183.0,8630.0,61.2,5130.0,19
2024,Barri,el poble sec,,164.0,39177,25210.0,9.0,4315.0,9643.0,,,,,1857.0,7790.0,60.8,5380.0,19
2025,Barri,el poble sec,,167.0,40300,25332.0,6.0,4542.0,10420.0,,,,,1811.0,7650.0,59.1,,19
2000,Barri,el poblenou,,,24197,23646.0,0.0,96.0,451.0,,,,,,,,,20
2001,Barri,el poblenou,,,24652,23686.0,5.0,117.0,844.0,0.0,0.0,0.0,0.0,,,,,20
2002,Barri,el poblenou,,,25988,24301.0,15.0,203.0,1469.0,,,,,,,,,20
2003,Barri,el poblenou,,,27444,24990.0,13.0,319.0,2122.0,,,,,,,,,20
2004,Barri,el poblenou,,,28092,25076.0,0.0,476.0,2538.0,,,,,,,,,20
2005,Barri,el poblenou,,,29025,25450.0,0.0,637.0,2936.0,,,,,,,,,20
2006,Barri,el poblenou,,,29580,25519.0,0.0,863.0,3195.0,,,,,,,,,20
2007,Barri,el poblenou,,,29852,25732.0,0.0,1192.0,2924.0,,,,,,,,,20
2008,Barri,el poblenou,,,30555,25942.0,0.0,1499.0,3110.0,,,,,,,,,20
2009,Barri,el poblenou,,,31127,26063.0,0.0,1693.0,3368.0,,,,,,,,,20
2010,Barri,el poblenou,,,31384,26308.0,0.0,1827.0,3249.0,,,,,,,,,20
2011,Barri,el poblenou,,,32065,26943.0,0.0,1815.0,3307.0,0.0,0.0,0.0,0.0,1954.0,,,,20
2012,Barri,el poblenou,,,32513,27061.0,0.0,2028.0,3421.0,,,,,2102.0,,,,20
2013,Barri,el poblenou,,,32881,27223.0,0.0,2244.0,3411.0,,,,,2134.0,,,,20
2014,Barri,el poblenou,,106.0,33019,27425.0,0.0,2349.0,3242.0,,,,,2076.0,7810.0,66.2,406.0,20
2015,Barri,el poblenou,100.852864430756,117.0,33437,27881.0,0.0,2553.0,3000.0,,,,,1911.0,7200.0,65.5,406.0,20
2016,Barri,el poblenou,99.3513208475418,128.0,33623,27996.0,0.0,2664.0,2959.0,,,,,1711.0,8390.0,64.3,395.0,20
2017,Barri,el poblenou,99.3947040300735,140.0,33933,27937.0,0.0,2858.0,3134.0,,,,,1549.0,9730.0,66.7,395.0,20
2018,Barri,el poblenou,98.764521309055,145.0,33986,27827.0,0.0,2968.0,3187.0,,,,,1407.0,1072.0,69.4,389.0,20
2019,Barri,el poblenou,100.584272468287,151.0,34170,27393.0,5.0,3347.0,3425.0,,,,,1332.0,106.0,69.1,389.0,20
2020,Barri,el poblenou,102.061653325683,149.0,34436,27175.0,5.0,3658.0,3598.0,,,,,1416.0,8490.0,69.3,390.0,20
2021,Barri,el poblenou,103.891246197771,143.0,34411,26855.0,0.0,3487.0,4066.0,3063.0,14694.0,4872.0,6195.0,18.0,1155.0,68.2,388.0,20
2022,Barri,el poblenou,,165.0,34103,26420.0,0.0,3685.0,3994.0,2795.0,15068.0,4817.0,6120.0,1202.0,9660.0,66.9,386.0,20
2023,Barri,el poblenou,,178.0,34151,26090.0,6.0,3725.0,4330.0,2638.0,15751.0,4758.0,6220.0,1208.0,8000.0,68.3,4220.0,20
2024,Barri,el poblenou,,181.0,34563,25779.0,0.0,4005.0,4775.0,,,,,1241.0,5670.0,69.0,4530.0,20
2025,Barri,el poblenou,,183.0,34818,25577.0,6.0,4267.0,4968.0,,,,,1248.0,6010.0,66.7,,20
2000,Barri,el putxet i el farro,,,27000,26073.0,5.0,379.0,543.0,,,,,,,,,21
2001,Barri,el putxet i el farro,,,27043,25839.0,0.0,428.0,773.0,0.0,0.0,0.0,0.0,,,,,21
2002,Barri,el putxet i el farro,,,27983,26257.0,13.0,588.0,1125.0,,,,,,,,,21
2003,Barri,el putxet i el farro,,,28326,25928.0,12.0,730.0,1656.0,,,,,,,,,21
2004,Barri,el putxet i el farro,,,28456,25607.0,0.0,860.0,1986.0,,,,,,,,,21
2005,Barri,el putxet i el farro,,,28642,25374.0,6.0,998.0,2264.0,,,,,,,,,21
2006,Barri,el putxet i el farro,,,28879,25194.0,9.0,1186.0,2490.0,,,,,,,,,21
2007,Barri,el putxet i el farro,,,28662,25068.0,13.0,1432.0,2149.0,,,,,,,,,21
2008,Barri,el putxet i el farro,,,28757,24923.0,19.0,1586.0,2229.0,,,,,,,,,21
2009,Barri,el putxet i el farro,,,28871,24826.0,9.0,1682.0,2354.0,,,,,,,,,21
2010,Barri,el putxet i el farro,,,28731,24918.0,0.0,1632.0,2179.0,,,,,,,,,21
2011,Barri,el putxet i el farro,,,28632,25007.0,0.0,1494.0,2128.0,0.0,0.0,0.0,0.0,1487.0,,,,21
2012,Barri,el putxet i el farro,,,28869,25140.0,0.0,1534.0,2192.0,,,,,1582.0,,,,21
2013,Barri,el putxet i el farro,,,28848,25117.0,0.0,1615.0,2114.0,,,,,1564.0,,,,21
2014,Barri,el putxet i el farro,,110.0,28827,25140.0,0.0,1639.0,2044.0,,,,,1476.0,9380.0,76.5,158.0,21
2015,Barri,el putxet i el farro,129.286748239945,123.0,29024,25441.0,7.0,1634.0,1942.0,,,,,1336.0,1016.0,71.0,158.0,21
2016,Barri,el putxet i el farro,133.728277279107,137.0,29318,25649.0,0.0,1686.0,1979.0,,,,,1179.0,1004.0,71.0,154.0,21
2017,Barri,el putxet i el farro,134.493901470127,149.0,29515,25681.0,5.0,1732.0,2097.0,,,,,1057.0,1198.0,69.6,154.0,21
2018,Barri,el putxet i el farro,134.667083213553,146.0,29590,25602.0,0.0,1804.0,2180.0,,,,,9600.0,1261.0,72.9,156.0,21
2019,Barri,el putxet i el farro,135.78476894945,150.0,29786,25428.0,0.0,2002.0,2352.0,,,,,9220.0,1338.0,77.6,144.0,21
2020,Barri,el putxet i el farro,133.843468264903,151.0,30340,25472.0,0.0,2169.0,2695.0,,,,,9600.0,1001.0,76.1,143.0,21
2021,Barri,el putxet i el farro,132.189949962827,143.0,29986,25131.0,0.0,1950.0,2901.0,1305.0,16614.0,2367.0,5283.0,127.0,1464.0,75.6,154.0,21
2022,Barri,el putxet i el farro,,158.0,29783,24896.0,0.0,2038.0,2848.0,1173.0,16745.0,2335.0,5201.0,8130.0,1257.0,74.3,154.0,21
2023,Barri,el putxet i el farro,,173.0,30030,24640.0,7.0,2081.0,3302.0,1132.0,17429.0,2301.0,5152.0,7940.0,8860.0,78.3,1980.0,21
2024,Barri,el putxet i el farro,,171.0,30335,24484.0,7.0,2268.0,3576.0,,,,,8120.0,7990.0,80.1,1990.0,21
2025,Barri,el putxet i el farro,,183.0,30756,24624.0,0.0,2370.0,3761.0,,,,,8260.0,8190.0,71.5,,21
2000,Barri,el raval,,,35333,29760.0,9.0,408.0,5156.0,,,,,,,,,22
2001,Barri,el raval,,,37584,28989.0,10.0,509.0,8076.0,0.0,0.0,0.0,0.0,,,,,22
2002,Barri,el raval,,,41898,28617.0,65.0,854.0,12362.0,,,,,,,,,22
2003,Barri,el raval,,,45627,27648.0,62.0,1136.0,16781.0,,,,,,,,,22
2004,Barri,el raval,,,46257,26744.0,21.0,1496.0,17996.0,,,,,,,,,22
2005,Barri,el raval,,,47329,26079.0,23.0,1849.0,19378.0,,,,,,,,,22
2006,Barri,el raval,,,47699,25425.0,22.0,2237.0,20015.0,,,,,,,,,22
2007,Barri,el raval,,,46061,25156.0,14.0,3172.0,17719.0,,,,,,,,,22
2008,Barri,el raval,,,47488,25023.0,15.0,3681.0,18769.0,,,,,,,,,22
2009,Barri,el raval,,,47963,24944.0,7.0,4065.0,18947.0,,,,,,,,,22
2010,Barri,el raval,,,47356,24994.0,9.0,4070.0,18283.0,,,,,,,,,22
2011,Barri,el raval,,,47725,24838.0,11.0,3700.0,19176.0,0.0,0.0,0.0,0.0,5034.0,,,,22
2012,Barri,el raval,,,48991,24818.0,13.0,3966.0,20194.0,,,,,5053.0,,,,22
2013,Barri,el raval,,,48771,24350.0,14.0,4233.0,20174.0,,,,,4802.0,,,,22
2014,Barri,el raval,,105.0,47490,24084.0,11.0,4285.0,19110.0,,,,,4588.0,1583.0,60.8,180.0,22
2015,Barri,el raval,56.8343591075839,111.0,47150,24498.0,12.0,4347.0,18293.0,,,,,4368.0,1484.0,61.1,180.0,22
2016,Barri,el raval,55.7622908517381,123.0,47196,24275.0,10.0,4445.0,18466.0,,,,,3977.0,1733.0,59.5,177.0,22
2017,Barri,el raval,57.9753768367047,139.0,47901,24108.0,10.0,4731.0,19052.0,,,,,3559.0,2003.0,59.2,177.0,22
2018,Barri,el raval,58.0818015903748,140.0,47514,23732.0,8.0,4884.0,18890.0,,,,,3483.0,1918.0,63.2,179.0,22
2019,Barri,el raval,57.116529373938,143.0,48210,23170.0,8.0,5502.0,19530.0,,,,,3315.0,1929.0,64.3,191.0,22
2020,Barri,el raval,54.0522360464874,140.0,48180,22660.0,12.0,5602.0,19906.0,,,,,3065.0,1467.0,63.5,191.0,22
2021,Barri,el raval,57.8143056689544,129.0,48688,22691.0,15.0,5033.0,20949.0,7893.0,14076.0,10143.0,8451.0,5179.0,2003.0,63.5,189.0,22
2022,Barri,el raval,,152.0,46520,22369.0,19.0,4909.0,19223.0,6921.0,13683.0,9957.0,8199.0,3039.0,1626.0,65.0,199.0,22
2023,Barri,el raval,,159.0,45671,22396.0,19.0,4563.0,18693.0,6640.0,14543.0,9735.0,8490.0,2901.0,1207.0,64.8,2120.0,22
2024,Barri,el raval,,159.0,46934,22634.0,20.0,4840.0,19440.0,,,,,2908.0,1059.0,65.3,2380.0,22
2025,Barri,el raval,,166.0,49917,23364.0,18.0,5064.0,21471.0,,,,,2896.0,1065.0,60.6,,22
2000,Barri,el turo de la peira,,,14470,13965.0,0.0,26.0,479.0,,,,,,,,,23
2001,Barri,el turo de la peira,,,14488,13661.0,0.0,29.0,798.0,0.0,0.0,0.0,0.0,,,,,23
2002,Barri,el turo de la peira,,,14667,13400.0,0.0,43.0,1221.0,,,,,,,,,23
2003,Barri,el turo de la peira,,,14797,12970.0,0.0,56.0,1768.0,,,,,,,,,23
2004,Barri,el turo de la peira,,,15023,12738.0,0.0,89.0,2196.0,,,,,,,,,23
2005,Barri,el turo de la peira,,,15213,12474.0,0.0,105.0,2631.0,,,,,,,,,23
2006,Barri,el turo de la peira,,,15167,12072.0,0.0,115.0,2976.0,,,,,,,,,23
2007,Barri,el turo de la peira,,,15047,11891.0,0.0,187.0,2965.0,,,,,,,,,23
2008,Barri,el turo de la peira,,,15186,11779.0,0.0,218.0,3186.0,,,,,,,,,23
2009,Barri,el turo de la peira,,,15341,11719.0,0.0,245.0,3375.0,,,,,,,,,23
2010,Barri,el turo de la peira,,,15339,11792.0,0.0,237.0,3310.0,,,,,,,,,23
2011,Barri,el turo de la peira,,,15425,11904.0,0.0,228.0,3293.0,0.0,0.0,0.0,0.0,1031.0,,,,23
2012,Barri,el turo de la peira,,,15569,11857.0,0.0,242.0,3470.0,,,,,1182.0,,,,23
2013,Barri,el turo de la peira,,,15432,11862.0,0.0,254.0,3316.0,,,,,1219.0,,,,23
2014,Barri,el turo de la peira,,78.0,15350,11951.0,0.0,240.0,3159.0,,,,,1206.0,3030.0,63.5,,23
2015,Barri,el turo de la peira,67.2101450178686,83.0,15328,12225.0,0.0,237.0,2866.0,,,,,1126.0,2590.0,63.2,,23
2016,Barri,el turo de la peira,65.3578129446435,95.0,15334,12269.0,0.0,230.0,2834.0,,,,,1021.0,3000.0,60.6,,23
2017,Barri,el turo de la peira,64.5285109432835,106.0,15466,12231.0,0.0,242.0,2992.0,,,,,8760.0,3490.0,60.0,,23
2018,Barri,el turo de la peira,65.1594915054077,113.0,15575,12172.0,0.0,274.0,3128.0,,,,,8430.0,3800.0,61.3,,23
2019,Barri,el turo de la peira,63.6154659989438,117.0,15783,12133.0,0.0,300.0,3349.0,,,,,7820.0,4000.0,61.1,,23
2020,Barri,el turo de la peira,63.8180107887747,116.0,16229,12203.0,0.0,321.0,3703.0,,,,,7770.0,3000.0,61.6,,23
2021,Barri,el turo de la peira,66.1122793690575,113.0,16186,12083.0,0.0,297.0,3803.0,2730.0,3876.0,3588.0,3501.0,1061.0,3950.0,62.0,,23
2022,Barri,el turo de la peira,,119.0,16025,12117.0,0.0,306.0,3599.0,2478.0,3963.0,3607.0,3589.0,7430.0,3480.0,62.3,,23
2023,Barri,el turo de la peira,,126.0,16295,12209.0,0.0,331.0,3751.0,2379.0,4216.0,3594.0,3835.0,6970.0,2750.0,62.2,10.0,23
2024,Barri,el turo de la peira,,131.0,16820,12462.0,0.0,367.0,3987.0,,,,,7350.0,2550.0,61.0,10.0,23
2025,Barri,el turo de la peira,,130.0,17456,12679.0,5.0,427.0,4345.0,,,,,7190.0,2430.0,60.4,,23
2000,Barri,horta,,,26293,26028.0,0.0,67.0,197.0,,,,,,,,,24
2001,Barri,horta,,,26278,25751.0,0.0,73.0,453.0,0.0,0.0,0.0,0.0,,,,,24
2002,Barri,horta,,,26630,25714.0,19.0,118.0,779.0,,,,,,,,,24
2003,Barri,horta,,,26731,25511.0,18.0,155.0,1047.0,,,,,,,,,24
2004,Barri,horta,,,26684,25201.0,0.0,211.0,1271.0,,,,,,,,,24
2005,Barri,horta,,,26641,24819.0,0.0,241.0,1580.0,,,,,,,,,24
2006,Barri,horta,,,26526,24534.0,0.0,283.0,1706.0,,,,,,,,,24
2007,Barri,horta,,,26363,24326.0,0.0,399.0,1637.0,,,,,,,,,24
2008,Barri,horta,,,27284,24236.0,0.0,551.0,2494.0,,,,,,,,,24
2009,Barri,horta,,,27873,24122.0,0.0,601.0,3149.0,,,,,,,,,24
2010,Barri,horta,,,27771,24038.0,0.0,592.0,3141.0,,,,,,,,,24
2011,Barri,horta,,,27527,23872.0,0.0,583.0,3072.0,0.0,0.0,0.0,0.0,1886.0,,,,24
2012,Barri,horta,,,27001,23841.0,0.0,570.0,2590.0,,,,,2088.0,,,,24
2013,Barri,horta,,,26571,23786.0,0.0,619.0,2166.0,,,,,2158.0,,,,24
2014,Barri,horta,,89.0,26552,23717.0,0.0,645.0,2190.0,,,,,2114.0,4440.0,66.7,4.0,24
2015,Barri,horta,92.8798485347875,95.0,26469,23831.0,0.0,640.0,1998.0,,,,,1949.0,4270.0,64.1,4.0,24
2016,Barri,horta,91.7040549079,106.0,26597,23885.0,0.0,634.0,2078.0,,,,,175.0,5050.0,62.3,7.0,24
2017,Barri,horta,91.7234544195672,117.0,26743,23867.0,0.0,642.0,2233.0,,,,,1525.0,5820.0,64.1,7.0,24
2018,Barri,horta,91.8106662664303,118.0,26867,23788.0,0.0,665.0,2413.0,,,,,1453.0,6510.0,65.9,7.0,24
2019,Barri,horta,90.6571639501507,125.0,27482,23692.0,0.0,713.0,3074.0,,,,,1351.0,6290.0,65.6,7.0,24
2020,Barri,horta,93.724560091614,126.0,28363,23751.0,0.0,742.0,3868.0,,,,,1352.0,4290.0,64.6,6.0,24
2021,Barri,horta,93.9433257046166,119.0,28055,23413.0,0.0,692.0,3949.0,3984.0,9228.0,5094.0,5838.0,1813.0,6370.0,64.6,6.0,24
2022,Barri,horta,,124.0,27875,23411.0,0.0,691.0,3772.0,3798.0,9440.0,5159.0,5881.0,127.0,5880.0,66.4,6.0,24
2023,Barri,horta,,139.0,29395,23574.0,0.0,703.0,5117.0,3889.0,10206.0,5328.0,6493.0,1225.0,4940.0,66.4,60.0,24
2024,Barri,horta,,142.0,31091,23704.0,0.0,787.0,6598.0,,,,,1277.0,4060.0,65.3,60.0,24
2025,Barri,horta,,143.0,31259,23881.0,0.0,867.0,6510.0,,,,,1264.0,4200.0,64.4,,24
2000,Barri,hostafrancs,,,14537,14037.0,0.0,88.0,411.0,,,,,,,,,25
2001,Barri,hostafrancs,,,14465,13689.0,0.0,104.0,670.0,0.0,0.0,0.0,0.0,,,,,25
2002,Barri,hostafrancs,,,14749,13454.0,9.0,148.0,1138.0,,,,,,,,,25
2003,Barri,hostafrancs,,,15212,13216.0,6.0,181.0,1809.0,,,,,,,,,25
2004,Barri,hostafrancs,,,15448,13111.0,0.0,248.0,2087.0,,,,,,,,,25
2005,Barri,hostafrancs,,,15474,12837.0,0.0,325.0,2309.0,,,,,,,,,25
2006,Barri,hostafrancs,,,15843,12868.0,0.0,384.0,2589.0,,,,,,,,,25
2007,Barri,hostafrancs,,,15612,12762.0,5.0,594.0,2251.0,,,,,,,,,25
2008,Barri,hostafrancs,,,15940,12709.0,0.0,759.0,2469.0,,,,,,,,,25
2009,Barri,hostafrancs,,,16013,12573.0,0.0,788.0,2651.0,,,,,,,,,25
2010,Barri,hostafrancs,,,15961,12577.0,0.0,767.0,2617.0,,,,,,,,,25
2011,Barri,hostafrancs,,,15858,12548.0,0.0,688.0,2618.0,0.0,0.0,0.0,0.0,1041.0,,,,25
2012,Barri,hostafrancs,,,16042,12434.0,0.0,729.0,2876.0,,,,,1113.0,,,,25
2013,Barri,hostafrancs,,,15982,12429.0,0.0,741.0,2808.0,,,,,1096.0,,,,25
2014,Barri,hostafrancs,,103.0,15671,12332.0,0.0,825.0,2512.0,,,,,1047.0,4890.0,62.9,187.0,25
2015,Barri,hostafrancs,90.602933865609,111.0,15758,12546.0,0.0,881.0,2331.0,,,,,9810.0,4540.0,61.0,187.0,25
2016,Barri,hostafrancs,89.2830236001717,122.0,15915,12593.0,0.0,915.0,2407.0,,,,,8570.0,4350.0,62.3,168.0,25
2017,Barri,hostafrancs,88.9951609724627,129.0,15949,12423.0,0.0,973.0,2553.0,,,,,7660.0,5660.0,62.2,168.0,25
2018,Barri,hostafrancs,88.3514764908999,135.0,15969,12253.0,0.0,1054.0,2661.0,,,,,7350.0,6460.0,62.0,177.0,25
2019,Barri,hostafrancs,88.3441437136935,138.0,16155,12135.0,0.0,1189.0,2829.0,,,,,6790.0,5220.0,63.7,172.0,25
2020,Barri,hostafrancs,88.3119507657355,140.0,16203,12005.0,5.0,1277.0,2916.0,,,,,6990.0,4430.0,64.5,177.0,25
2021,Barri,hostafrancs,90.3983058796566,131.0,16102,11796.0,6.0,1210.0,3090.0,1779.0,6507.0,2664.0,3051.0,9280.0,6340.0,63.5,175.0,25
2022,Barri,hostafrancs,,142.0,15859,11615.0,0.0,1253.0,2990.0,1652.0,6538.0,2594.0,3142.0,7330.0,4630.0,64.7,174.0,25
2023,Barri,hostafrancs,,158.0,15969,11595.0,0.0,1227.0,3143.0,1598.0,6817.0,2551.0,3228.0,6010.0,4070.0,64.1,1770.0,25
2024,Barri,hostafrancs,,156.0,16192,11548.0,0.0,1277.0,3364.0,,,,,6330.0,3390.0,64.8,1760.0,25
2025,Barri,hostafrancs,,165.0,16798,11506.0,0.0,1360.0,3931.0,,,,,6210.0,3700.0,61.6,,25
2000,Barri,la barceloneta,,,14911,14049.0,0.0,120.0,742.0,,,,,,,,,26
2001,Barri,la barceloneta,,,15110,13732.0,0.0,176.0,1200.0,0.0,0.0,0.0,0.0,,,,,26
2002,Barri,la barceloneta,,,15507,13388.0,14.0,263.0,1842.0,,,,,,,,,26
2003,Barri,la barceloneta,,,15983,13047.0,13.0,386.0,2537.0,,,,,,,,,26
2004,Barri,la barceloneta,,,15958,12617.0,9.0,474.0,2858.0,,,,,,,,,26
2005,Barri,la barceloneta,,,15796,12248.0,16.0,644.0,2888.0,,,,,,,,,26
2006,Barri,la barceloneta,,,15863,12010.0,22.0,874.0,2957.0,,,,,,,,,26
2007,Barri,la barceloneta,,,15646,11740.0,21.0,1259.0,2626.0,,,,,,,,,26
2008,Barri,la barceloneta,,,16154,11658.0,12.0,1578.0,2906.0,,,,,,,,,26
2009,Barri,la barceloneta,,,16231,11472.0,0.0,1763.0,2992.0,,,,,,,,,26
2010,Barri,la barceloneta,,,16090,11443.0,0.0,1887.0,2759.0,,,,,,,,,26
