territori,tipus_de_territori,any,poblacio_total
la guineueta,Barri,2018,15293
canyelles,Barri,2018,6885
les roquetes,Barri,2018,15764
verdun,Barri,2018,12445
la prosperitat,Barri,2018,26572
la trinitat nova,Barri,2018,7365
torre baro,Barri,2018,2893
ciutat meridiana,Barri,2018,10622
vallbona,Barri,2018,1400
la trinitat vella,Barri,2018,10071
baro de viver,Barri,2018,2535
el bon pastor,Barri,2018,12740
sant andreu,Barri,2018,57662
la sagrera,Barri,2018,29290
el congres i els indians,Barri,2018,14196
navas,Barri,2018,22159
el camp de larpa del clot,Barri,2018,38327
el clot,Barri,2018,27050
el parc i la llacuna del poblenou,Barri,2018,15425
la vila olimpica del poblenou,Barri,2018,9312
el poblenou,Barri,2018,33986
diagonal mar i el front maritim del poblenou,Barri,2018,13644
el besos i el maresme,Barri,2018,23721
provencals del poblenou,Barri,2018,20628
sant marti de provencals,Barri,2018,26092
la verneda i la pau,Barri,2018,28814
el raval,Barri,2019,48210
el barri gotic,Barri,2019,19180
la barceloneta,Barri,2019,15173
sant pere santa caterina i la ribera,Barri,2019,23170
el fort pienc,Barri,2019,32738
la sagrada familia,Barri,2019,51917
la dreta de leixample,Barri,2019,44189
lantiga esquerra de leixample,Barri,2019,43039
la nova esquerra de leixample,Barri,2019,58668
sant antoni,Barri,2019,38622
el poble sec,Barri,2019,40440
la marina del prat vermell,Barri,2019,1199
la marina de port,Barri,2019,31087
la font de la guatlla,Barri,2019,10373
hostafrancs,Barri,2019,16155
la bordeta,Barri,2019,19443
sants badal,Barri,2019,24474
sants,Barri,2019,42310
les corts,Barri,2019,46599
la maternitat i sant ramon,Barri,2019,23992
pedralbes,Barri,2019,12000
vallvidrera el tibidabo i les planes,Barri,2019,4727
sarria,Barri,2019,25137
les tres torres,Barri,2019,16695
sant gervasi la bonanova,Barri,2019,26108
sant gervasi galvany,Barri,2019,47993
el putxet i el farro,Barri,2019,29786
vallcarca i els penitents,Barri,2019,16109
el coll,Barri,2019,7518
la salut,Barri,2019,13431
la vila de gracia,Barri,2019,50803
el camp den grassot i gracia nova,Barri,2019,35199
el baix guinardo,Barri,2019,25990
can baro,Barri,2019,9247
el guinardo,Barri,2019,37216
la font den fargues,Barri,2019,9506
el carmel,Barri,2019,32175
la teixonera,Barri,2019,11789
sant genis dels agudells,Barri,2019,7246
montbau,Barri,2019,5126
la vall dhebron,Barri,2019,5803
la clota,Barri,2019,686
horta,Barri,2019,27482
vilapicina i la torre llobeta,Barri,2019,25895
porta,Barri,2019,26557
el turo de la peira,Barri,2019,15783
can peguera,Barri,2019,2289
la guineueta,Barri,2019,15398
canyelles,Barri,2019,6884
les roquetes,Barri,2019,16229
verdun,Barri,2019,12578
la prosperitat,Barri,2019,26855
la trinitat nova,Barri,2019,7620
torre baro,Barri,2019,2931
ciutat meridiana,Barri,2019,10864
vallbona,Barri,2019,1407
la trinitat vella,Barri,2019,10337
baro de viver,Barri,2019,2604
el bon pastor,Barri,2019,13126
sant andreu,Barri,2019,57961
la sagrera,Barri,2019,29489
el congres i els indians,Barri,2019,14557
navas,Barri,2019,22279
el camp de larpa del clot,Barri,2019,38912
el clot,Barri,2019,27183
el parc i la llacuna del poblenou,Barri,2019,15713
la vila olimpica del poblenou,Barri,2019,9348
el poblenou,Barri,2019,34170
diagonal mar i el front maritim del poblenou,Barri,2019,13625
el besos i el maresme,Barri,2019,24847
provencals del poblenou,Barri,2019,21116
sant marti de provencals,Barri,2019,26168
la verneda i la pau,Barri,2019,28883
el raval,Barri,2020,48180
el barri gotic,Barri,2020,21715
la barceloneta,Barri,2020,15112
sant pere santa caterina i la ribera,Barri,2020,23241
el fort pienc,Barri,2020,33473
la sagrada familia,Barri,2020,52252
la dreta de leixample,Barri,2020,44298
lantiga esquerra de leixample,Barri,2020,43143
la nova esquerra de leixample,Barri,2020,58648
sant antoni,Barri,2020,38958
el poble sec,Barri,2020,40188
la marina del prat vermell,Barri,2020,1227
la marina de port,Barri,2020,31352
la font de la guatlla,Barri,2020,10377
hostafrancs,Barri,2020,16203
la bordeta,Barri,2020,19567
sants badal,Barri,2020,24938
sants,Barri,2020,43763
les corts,Barri,2020,46731
la maternitat i sant ramon,Barri,2020,23968
pedralbes,Barri,2020,11936
vallvidrera el tibidabo i les planes,Barri,2020,4710
sarria,Barri,2020,25242
les tres torres,Barri,2020,16644
sant gervasi la bonanova,Barri,2020,26245
sant gervasi galvany,Barri,2020,47976
el putxet i el farro,Barri,2020,30340
vallcarca i els penitents,Barri,2020,16348
el coll,Barri,2020,7617
la salut,Barri,2020,13478
la vila de gracia,Barri,2020,50926
el camp den grassot i gracia nova,Barri,2020,35483
el baix guinardo,Barri,2020,26180
can baro,Barri,2020,9331
el guinardo,Barri,2020,37584
la font den fargues,Barri,2020,9544
el carmel,Barri,2020,32512
la teixonera,Barri,2020,11927
sant genis dels agudells,Barri,2020,7390
montbau,Barri,2020,5172
la vall dhebron,Barri,2020,5886
la clota,Barri,2020,709
horta,Barri,2020,28363
vilapicina i la torre llobeta,Barri,2020,26083
porta,Barri,2020,27813
el turo de la peira,Barri,2020,16229
can peguera,Barri,2020,2274
la guineueta,Barri,2020,15420
canyelles,Barri,2020,6869
les roquetes,Barri,2020,16394
verdun,Barri,2020,12798
la prosperitat,Barri,2020,27026
la trinitat nova,Barri,2020,7669
torre baro,Barri,2020,2925
ciutat meridiana,Barri,2020,11091
vallbona,Barri,2020,1421
la trinitat vella,Barri,2020,10487
baro de viver,Barri,2020,2625
el bon pastor,Barri,2020,13652
sant andreu,Barri,2020,58508
la sagrera,Barri,2020,29608
el congres i els indians,Barri,2020,14726
navas,Barri,2020,22457
el camp de larpa del clot,Barri,2020,39136
el clot,Barri,2020,27082
el parc i la llacuna del poblenou,Barri,2020,15943
la vila olimpica del poblenou,Barri,2020,9385
el poblenou,Barri,2020,34436
diagonal mar i el front maritim del poblenou,Barri,2020,13526
el besos i el maresme,Barri,2020,25705
provencals del poblenou,Barri,2020,21319
sant marti de provencals,Barri,2020,26168
la verneda i la pau,Barri,2020,28878
el raval,Barri,2021,48688
el barri gotic,Barri,2021,22850
la barceloneta,Barri,2021,15125
sant pere santa caterina i la ribera,Barri,2021,23009
el fort pienc,Barri,2021,33445
la sagrada familia,Barri,2021,52164
la dreta de leixample,Barri,2021,44088
lantiga esquerra de leixample,Barri,2021,43046
la nova esquerra de leixample,Barri,2021,57906
sant antoni,Barri,2021,38700
el poble sec,Barri,2021,40204
la marina del prat vermell,Barri,2021,1356
la marina de port,Barri,2021,31092
la font de la guatlla,Barri,2021,10239
hostafrancs,Barri,2021,16102
la bordeta,Barri,2021,19451
sants badal,Barri,2021,24903
sants,Barri,2021,43679
les corts,Barri,2021,45943
la maternitat i sant ramon,Barri,2021,23825
pedralbes,Barri,2021,11808
vallvidrera el tibidabo i les planes,Barri,2021,4760
sarria,Barri,2021,24769
les tres torres,Barri,2021,16356
sant gervasi la bonanova,Barri,2021,25984
sant gervasi galvany,Barri,2021,47346
el putxet i el farro,Barri,2021,29986
vallcarca i els penitents,Barri,2021,16325
el coll,Barri,2021,7688
la salut,Barri,2021,13455
la vila de gracia,Barri,2021,50456
el camp den grassot i gracia nova,Barri,2021,35352
el baix guinardo,Barri,2021,25842
can baro,Barri,2021,9320
el guinardo,Barri,2021,37325
la font den fargues,Barri,2021,9505
el carmel,Barri,2021,32724
la teixonera,Barri,2021,12044
sant genis dels agudells,Barri,2021,7385
montbau,Barri,2021,5114
la vall dhebron,Barri,2021,5932
la clota,Barri,2021,698
horta,Barri,2021,28055
vilapicina i la torre llobeta,Barri,2021,25875
porta,Barri,2021,27796
el turo de la peira,Barri,2021,16186
can peguera,Barri,2021,2215
la guineueta,Barri,2021,15267
canyelles,Barri,2021,6813
les roquetes,Barri,2021,16563
verdun,Barri,2021,12865
la prosperitat,Barri,2021,26868
la trinitat nova,Barri,2021,7628
torre baro,Barri,2021,2923
ciutat meridiana,Barri,2021,11152
vallbona,Barri,2021,1401
la trinitat vella,Barri,2021,10513
baro de viver,Barri,2021,2653
el bon pastor,Barri,2021,13730
sant andreu,Barri,2021,58225
la sagrera,Barri,2021,29568
el congres i els indians,Barri,2021,14549
navas,Barri,2021,22299
el camp de larpa del clot,Barri,2021,38838
el clot,Barri,2021,26759
el parc i la llacuna del poblenou,Barri,2021,15914
la vila olimpica del poblenou,Barri,2021,9395
el poblenou,Barri,2021,34411
diagonal mar i el front maritim del poblenou,Barri,2021,13536
el besos i el maresme,Barri,2021,26116
provencals del poblenou,Barri,2021,21185
sant marti de provencals,Barri,2021,26229
la verneda i la pau,Barri,2021,28798
el raval,Barri,2022,46520
el barri gotic,Barri,2022,22748
la barceloneta,Barri,2022,14342
sant pere santa caterina i la ribera,Barri,2022,22418
el fort pienc,Barri,2022,33445
la sagrada familia,Barri,2022,51402
la dreta de leixample,Barri,2022,44156
lantiga esquerra de leixample,Barri,2022,42365
la nova esquerra de leixample,Barri,2022,57314
sant antoni,Barri,2022,38175
el poble sec,Barri,2022,39143
la marina del prat vermell,Barri,2022,1517
la marina de port,Barri,2022,30428
la font de la guatlla,Barri,2022,10359
hostafrancs,Barri,2022,15859
la bordeta,Barri,2022,19227
sants badal,Barri,2022,24208
sants,Barri,2022,43029
les corts,Barri,2022,45660
la maternitat i sant ramon,Barri,2022,23684
pedralbes,Barri,2022,11730
vallvidrera el tibidabo i les planes,Barri,2022,4805
sarria,Barri,2022,24632
les tres torres,Barri,2022,16108
sant gervasi la bonanova,Barri,2022,25692
sant gervasi galvany,Barri,2022,47181
el putxet i el farro,Barri,2022,29783
vallcarca i els penitents,Barri,2022,16082
el coll,Barri,2022,7611
la salut,Barri,2022,13337
la vila de gracia,Barri,2022,49852
el camp den grassot i gracia nova,Barri,2022,35033
el baix guinardo,Barri,2022,25591
can baro,Barri,2022,9271
el guinardo,Barri,2022,36994
la font den fargues,Barri,2022,9527
el carmel,Barri,2022,32119
la teixonera,Barri,2022,11918
sant genis dels agudells,Barri,2022,7262
montbau,Barri,2022,5014
la vall dhebron,Barri,2022,5869
la clota,Barri,2022,669
horta,Barri,2022,27875
vilapicina i la torre llobeta,Barri,2022,25667
porta,Barri,2022,27397
el turo de la peira,Barri,2022,16025
can peguera,Barri,2022,2187
la guineueta,Barri,2022,15056
canyelles,Barri,2022,6787
les roquetes,Barri,2022,16156
verdun,Barri,2022,12558
la prosperitat,Barri,2022,26346
la trinitat nova,Barri,2022,7421
torre baro,Barri,2022,2908
ciutat meridiana,Barri,2022,10808
vallbona,Barri,2022,1420
la trinitat vella,Barri,2022,10358
baro de viver,Barri,2022,2603
el bon pastor,Barri,2022,13553
sant andreu,Barri,2022,57605
la sagrera,Barri,2022,29441
el congres i els indians,Barri,2022,14319
navas,Barri,2022,21947
el camp de larpa del clot,Barri,2022,38207
el clot,Barri,2022,26380
el parc i la llacuna del poblenou,Barri,2022,15961
la vila olimpica del poblenou,Barri,2022,9376
el poblenou,Barri,2022,34103
diagonal mar i el front maritim del poblenou,Barri,2022,13391
el besos i el maresme,Barri,2022,26349
provencals del poblenou,Barri,2022,21092
sant marti de provencals,Barri,2022,25852
la verneda i la pau,Barri,2022,28754
el raval,Barri,2023,45671
el barri gotic,Barri,2023,24460
la barceloneta,Barri,2023,14274
sant pere santa caterina i la ribera,Barri,2023,22041
el fort pienc,Barri,2023,34403
la sagrada familia,Barri,2023,51712
la dreta de leixample,Barri,2023,44105
lantiga esquerra de leixample,Barri,2023,42751
la nova esquerra de leixample,Barri,2023,57584
sant antoni,Barri,2023,38269
el poble sec,Barri,2023,38778
la marina del prat vermell,Barri,2023,1678
la marina de port,Barri,2023,30437
la font de la guatlla,Barri,2023,10499
hostafrancs,Barri,2023,15969
la bordeta,Barri,2023,19728
sants badal,Barri,2023,24366
sants,Barri,2023,44508
les corts,Barri,2023,45965
la maternitat i sant ramon,Barri,2023,24059
pedralbes,Barri,2023,12130
vallvidrera el tibidabo i les planes,Barri,2023,4831
sarria,Barri,2023,24858
les tres torres,Barri,2023,16276
sant gervasi la bonanova,Barri,2023,26135
sant gervasi galvany,Barri,2023,47674
el putxet i el farro,Barri,2023,30030
vallcarca i els penitents,Barri,2023,16330
el coll,Barri,2023,7740
la salut,Barri,2023,13491
la vila de gracia,Barri,2023,50048
el camp den grassot i gracia nova,Barri,2023,35319
el baix guinardo,Barri,2023,25719
can baro,Barri,2023,9421
el guinardo,Barri,2023,37575
la font den fargues,Barri,2023,9709
el carmel,Barri,2023,32512
la teixonera,Barri,2023,12087
sant genis dels agudells,Barri,2023,7385
montbau,Barri,2023,5174
la vall dhebron,Barri,2023,5874
la clota,Barri,2023,699
horta,Barri,2023,29395
vilapicina i la torre llobeta,Barri,2023,25919
porta,Barri,2023,28978
el turo de la peira,Barri,2023,16295
can peguera,Barri,2023,2170
la guineueta,Barri,2023,15265
canyelles,Barri,2023,6786
les roquetes,Barri,2023,16523
verdun,Barri,2023,12774
la prosperitat,Barri,2023,26664
la trinitat nova,Barri,2023,7624
torre baro,Barri,2023,2939
ciutat meridiana,Barri,2023,10857
vallbona,Barri,2023,1421
la trinitat vella,Barri,2023,10286
baro de viver,Barri,2023,2582
el bon pastor,Barri,2023,14434
sant andreu,Barri,2023,57902
la sagrera,Barri,2023,29908
el congres i els indians,Barri,2023,14623
navas,Barri,2023,22064
el camp de larpa del clot,Barri,2023,38343
el clot,Barri,2023,26470
el parc i la llacuna del poblenou,Barri,2023,16413
la vila olimpica del poblenou,Barri,2023,9338
el poblenou,Barri,2023,34151
diagonal mar i el front maritim del poblenou,Barri,2023,13453
el besos i el maresme,Barri,2023,27892
provencals del poblenou,Barri,2023,21273
sant marti de provencals,Barri,2023,26169
la verneda i la pau,Barri,2023,29250
el raval,Barri,2024,46934
el barri gotic,Barri,2024,27222
la barceloneta,Barri,2024,14526
sant pere santa caterina i la ribera,Barri,2024,22473
el fort pienc,Barri,2024,36119
la sagrada familia,Barri,2024,52825
la dreta de leixample,Barri,2024,44887
lantiga esquerra de leixample,Barri,2024,43808
la nova esquerra de leixample,Barri,2024,58299
sant antoni,Barri,2024,38698
el poble sec,Barri,2024,39177
la marina del prat vermell,Barri,2024,1977
la marina de port,Barri,2024,30960
la font de la guatlla,Barri,2024,10699
hostafrancs,Barri,2024,16192
la bordeta,Barri,2024,20392
sants badal,Barri,2024,24931
sants,Barri,2024,47063
les corts,Barri,2024,46740
la maternitat i sant ramon,Barri,2024,24313
pedralbes,Barri,2024,12498
vallvidrera el tibidabo i les planes,Barri,2024,4901
sarria,Barri,2024,25113
les tres torres,Barri,2024,16393
sant gervasi la bonanova,Barri,2024,26750
sant gervasi galvany,Barri,2024,48398
el putxet i el farro,Barri,2024,30335
vallcarca i els penitents,Barri,2024,16678
el coll,Barri,2024,7943
la salut,Barri,2024,13679
la vila de gracia,Barri,2024,51075
el camp den grassot i gracia nova,Barri,2024,36412
el baix guinardo,Barri,2024,26280
can baro,Barri,2024,9525
el guinardo,Barri,2024,38153
la font den fargues,Barri,2024,9837
el carmel,Barri,2024,33037
la teixonera,Barri,2024,12433
sant genis dels agudells,Barri,2024,7766
montbau,Barri,2024,5286
la vall dhebron,Barri,2024,5889
la clota,Barri,2024,841
horta,Barri,2024,31091
vilapicina i la torre llobeta,Barri,2024,26293
porta,Barri,2024,31329
el turo de la peira,Barri,2024,16820
can peguera,Barri,2024,2180
la guineueta,Barri,2024,15373
canyelles,Barri,2024,6797
les roquetes,Barri,2024,16941
verdun,Barri,2024,13194
la prosperitat,Barri,2024,27291
la trinitat nova,Barri,2024,7726
torre baro,Barri,2024,3119
ciutat meridiana,Barri,2024,11090
vallbona,Barri,2024,1437
la trinitat vella,Barri,2024,10661
baro de viver,Barri,2024,2612
el bon pastor,Barri,2024,15798
sant andreu,Barri,2024,58651
la sagrera,Barri,2024,30392
el congres i els indians,Barri,2024,14945
navas,Barri,2024,22411
el camp de larpa del clot,Barri,2024,39060
el clot,Barri,2024,26767
el parc i la llacuna del poblenou,Barri,2024,17039
la vila olimpica del poblenou,Barri,2024,9366
el poblenou,Barri,2024,34563
diagonal mar i el front maritim del poblenou,Barri,2024,13494
el besos i el maresme,Barri,2024,30485
provencals del poblenou,Barri,2024,21512
sant marti de provencals,Barri,2024,26575
la verneda i la pau,Barri,2024,30345
el raval,Barri,2025,49917
el barri gotic,Barri,2025,27878
la barceloneta,Barri,2025,14749
sant pere santa caterina i la ribera,Barri,2025,22767
el fort pienc,Barri,2025,36621
la sagrada familia,Barri,2025,53555
la dreta de leixample,Barri,2025,45667
lantiga esquerra de leixample,Barri,2025,44021
la nova esquerra de leixample,Barri,2025,59122
sant antoni,Barri,2025,39223
el poble sec,Barri,2025,40300
la marina del prat vermell,Barri,2025,2876
la marina de port,Barri,2025,31647
la font de la guatlla,Barri,2025,10860
hostafrancs,Barri,2025,16798
la bordeta,Barri,2025,21242
sants badal,Barri,2025,25338
sants,Barri,2025,47239
les corts,Barri,2025,47057
la maternitat i sant ramon,Barri,2025,24687
pedralbes,Barri,2025,12649
vallvidrera el tibidabo i les planes,Barri,2025,4962
sarria,Barri,2025,25282
les tres torres,Barri,2025,16376
sant gervasi la bonanova,Barri,2025,26836
sant gervasi galvany,Barri,2025,49461
el putxet i el farro,Barri,2025,30756
vallcarca i els penitents,Barri,2025,16919
el coll,Barri,2025,8091
la salut,Barri,2025,14017
la vila de gracia,Barri,2025,51833
el camp den grassot i gracia nova,Barri,2025,36743
el baix guinardo,Barri,2025,26536
can baro,Barri,2025,9672
el guinardo,Barri,2025,39061
la font den fargues,Barri,2025,9952
el carmel,Barri,2025,33694
la teixonera,Barri,2025,12605
sant genis dels agudells,Barri,2025,7826
montbau,Barri,2025,5343
la vall dhebron,Barri,2025,5990
la clota,Barri,2025,1071
horta,Barri,2025,31259
vilapicina i la torre llobeta,Barri,2025,26547
porta,Barri,2025,31363
el turo de la peira,Barri,2025,17456
can peguera,Barri,2025,2170
la guineueta,Barri,2025,15656
canyelles,Barri,2025,6817
les roquetes,Barri,2025,17321
verdun,Barri,2025,13511
la prosperitat,Barri,2025,27922
la trinitat nova,Barri,2025,7965
torre baro,Barri,2025,3224
ciutat meridiana,Barri,2025,11351
vallbona,Barri,2025,1452
la trinitat vella,Barri,2025,11160
baro de viver,Barri,2025,2678
el bon pastor,Barri,2025,15918
sant andreu,Barri,2025,58988
la sagrera,Barri,2025,30965
el congres i els indians,Barri,2025,15175
navas,Barri,2025,22790
el camp de larpa del clot,Barri,2025,39804
el clot,Barri,2025,27103
el parc i la llacuna del poblenou,Barri,2025,17603
la vila olimpica del poblenou,Barri,2025,9345
el poblenou,Barri,2025,34818
diagonal mar i el front maritim del poblenou,Barri,2025,13691
el besos i el maresme,Barri,2025,30724
provencals del poblenou,Barri,2025,21902
sant marti de provencals,Barri,2025,26976
la verneda i la pau,Barri,2025,31173
